!WOW!|Mills Novelty Company|March, 1932|1|ME|Unknown
Torpedo Alley|Data East Pinball, Incorporated|August, 1988|4|SS|Adventure - Combat
Torpedo Patrol|P &amp; S Machine Company|April, 1943|1|EM|Unknown
Torpedo!!|Recel S. A.|1976|1|EM|Adventure - Combat
Total Recall|Data East Pinball, Incorporated|Unknown|4|SS|Adventure - Fantasy - Fictional
Total Roll|Genco Manufacturing Company|1945|1|EM|Unknown
Totalite|Rock-ola Manufacturing Corporation|May, 1936|1|EM|Unknown
Totalizer|Daval Mfg Company Incorporated, G.B.|January, 1937|1|EM|Unknown
Totem|Electromatic Brasil|Unknown|4|EM|American West
Totem|Pierce Tool and Manufacturing Company|June, 1935|1|EM|Native Americans and Culture
Totem|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|October, 1979|4|SS|American West
Touch|Industria (Electromecánica) de Recreativos S.A|1973|1|EM|Unknown
Touch Down|United Manufacturing Company|January, 1952|1|EM|Sports - Football
Touch-Off|Chicago Coin Machine Manufacturing Company|March 18, 1936|1|EM|Unknown
Touchdown|Bally Manufacturing Corporation|Unknown|1|EM|Sports - Football
Touchdown|Premier Technology|October, 1984|4|SS|Sports - Football
Touchdown|Williams Electronics, Incorporated|November 03, 1967|1|EM|Sports - Football
Tour|Proyectos Electromecánicos de Tanteo y Color|Unknown|1|EM|Sports - Bicycling
Tour De France||1984|2|SS|Sports - Bicycling
Tournament|Mills Novelty Company|August, 1937|1|EM|Unknown
Tournament|D. Gottlieb &amp; Company|August, 1955|2|EM|Historical - Jousting - Medieval
Tout|Pacific Amusement Manufacturing Company|December, 1936|1|EM|Sports - Horse Racing
Towers|J. H. Keeney and Company Incorporated|1942|1|EM|Unknown
Town Bar|Rotor Table Games Co, Incorporated|October, 1935|1|EM|Unknown
Track Meet|Exhibit Supply Company|July, 1937|1|EM|Sports - Track and Field
Track Odds|Chicago Coin Machine Manufacturing Company|March 09, 1936|1|EM|Sports - Horse Racing
Track Record|D. Gottlieb &amp; Company|February, 1939|1|EM|Unknown
Track Stars|Chicago Coin Machine Manufacturing Company|July 24, 1937|1|EM|Unknown
Trade Winds|Williams Electronic Manufacturing Company|June, 1962|1|EM|Boats - Nautical - Sailing - Water
Trade Winds|United Manufacturing Company|March, 1945|1|EM|Sailing
Trade Winds|Genco Manufacturing Company|April, 1948|1|EM|Nautical - Sailing - Adventure - Travel
Traffic|Bally Manufacturing Corporation|February, 1935|1|EM|Travel - Transportation
Traffic|Automatic Amusements Company|April, 1935|1|EM|Unknown
Trail Drive|Bally Manufacturing Corporation|September, 1970|1|EM|American West
Trailer|Playmatic|1985|4|SS|Travel - Transportation - Truck Driving
Trailways|Bally Manufacturing Corporation|April, 1941|1|EM|Unknown
Tramway|Williams Electronics, Incorporated|January, 1974|2|EM|Travel - Tramways - Transportation
Trans-Atlantic|Rock-ola Manufacturing Corporation|February, 1936|1|EM|Unknown
Trans-Pacific|A.B.T. Manufacturing Company|March, 1936|1|EM|Unknown
Transcontinental|Show Games|own|Unknown|Unknown|Unknown
Transcontinental|Royal Novelty Company|July, 1935|1|EM|Unknown
Transcontinental Deluxe|Show Games|Unknown|1|Unknown|Unknown
Transformers The Pin™|Stern Pinball, Incorporated|2012|2|SS|Licensed Theme - Science Fiction
Transformers™ (Pro)|Stern Pinball, Incorporated|own|Unknown|SS|Licensed Theme - Science Fiction
Transformers™ Autobot Crimson Limited Edition|Stern Pinball, Incorporated|2011|4|SS|Licensed Theme - Science Fiction
Transformers™ Decepticon Violet Limited Edition|Stern Pinball, Incorporated|2011|4|SS|Licensed Theme - Science Fiction
Transformers™ Limited Edition ("Combo")|Stern Pinball, Incorporated|2011|4|SS|Licensed Theme - Science Fiction
Transmitter|Stoner Manufacturing Company|September, 1935|1|EM|Unknown
Transporter the Rescue|Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated|April, 1989|4|SS|Outer Space
Trap Lite|Exhibit Supply Company|November, 1936|1|EM|Unknown
Trap Shot|Rock-ola Manufacturing Corporation|November, 1936|1|EM|Hunting-Shooting
Trap-Em-Alive|Gotham Pressed Steel Corporation|1936|1|ME|Hunting - Safari
Trapeze|D. Gottlieb &amp; Company|August, 1940|1|EM|Circus
Trapper|Exhibit Supply Company|August, 1936|1|EM|Hunting - Trapping
Travel Agency|Giorgio Massiero|1976|1|Unknown|Unknown
Travel Round The World|Peo Manufacturing Corporation|June, 1935|1|EM|Travel - Transportation
Travel Time|Segasa|1973|1|EM|Unknown
Travel Time|Williams Electronics, Incorporated|January 24, 1973|1|EM|Happiness - Travel
Treasure|Glickman Company|July, 1938|1|EM|Unknown
Treasure Chest|Exhibit Supply Company|December, 1947|1|EM|Deep Sea - Mermaids - Water - Women
Treasure Hunt|Gerber &amp; Glass Distributing Company|1935|1|EM|Pirates
Treasure Island|Manhattan Sales Company|May, 1932|1|ME|Unknown
Treasure Island|G. M. Laboratories, Incorporated|July, 1935|1|EM|Unknown
Treasure Pirate|O. D. Jennings and Company|1935|1|EM|Unknown
Treasure Ship|D. Gottlieb &amp; Company|September, 1935|1|EM|Unknown
Tri Gate|C. E. Hoagland|July, 1935|1|EM|Unknown
Tri Zone|Williams Electronics, Incorporated|July, 1979|4|SS|Outer Space - Fantasy
Tri-A-Lite|Genco Manufacturing Company|July, 1935|1|EM|Unknown
Tri-Score|Genco Manufacturing Company|January, 1951|1|EM|Unknown
Triangle|Automatic Amusements Company|March, 1935|1|EM|Unknown
Triangle|Atari, Incorporated|Unknown|4|SS|Unknown
Trick Shooter|LTD do Brasil Diversões Eletrônicas Ltda|Unknown|4|SS|Western
Tricks|Genco Manufacturing Company|February, 1936|1|EM|Unknown
Trident|Stern Electronics, Incorporated|March, 1979|4|SS|Unknown
Trigger|Exhibit Supply Company|January, 1951|1|EM|Western
Triggie|H. W. Goewey|Unknown|1|ME|Unknown
Trik-E-Shot|Gotham Pressed Steel Corporation|1936|1|ME|Unknown
Trinacria|SIRMO Games S.A.|Unknown|1|SS|Unknown
Trinidad|Chicago Coin Machine Manufacturing Company|March 26, 1948|1|EM|World Places
Trio|Bally Manufacturing Corporation|November, 1965|1|EM|Happiness - Music - Singing - Dancing
Trio|Bally Manufacturing Corporation|1965|1|EM|Happiness - Music - Singing - Dancing
Trio|Daval Mfg Company Incorporated, G.B.|Unknown|1|EM|Art Deco
Triple Action|Williams Electronics, Incorporated|February 07, 1974|1|EM|Show Business
Triple Action|Genco Manufacturing Company|January, 1948|1|EM|Girls/Women
Triple Action|Segasa|February 07, 1974|1|EM|Show Business
Triple Joker|SIRMO Games S.A.|Unknown|1|SS|Unknown
Triple Joker|Pacific Amusement Manufacturing Company|February, 1935|1|EM|Unknown
Triple Play|Genco Manufacturing Company|September, 1938|1|EM|Unknown
Triple Play|United Manufacturing Company|August, 1955|1|EM|Unknown
Triple Play|Glickman Company|February, 1942|1|EM|Sports - Baseball
Triple Seven|Willy Michiels|July, 2002|1|SS|Unknown
Triple Strike|Williams Electronics, Incorporated|August 18, 1975|1|EM|Sports - Bowling
Triple Threat|Daval Mfg Company Incorporated, G.B.|September, 1939|1|EM|Sports - Football
Triplets|D. Gottlieb &amp; Company|July, 1950|1|EM|Girls - Women
Triumph|Alfred Druschky|1935|1|ME|Unknown
Triumph|Bally Manufacturing Corporation|March, 1940|1|EM|Unknown
Trojan|Rock-ola Manufacturing Corporation|December, 1935|1|EM|Unknown
Trophy|Chicago Coin Machine Manufacturing Company|December 04, 1938|1|EM|Sports - Hunting
Trophy|Bally Manufacturing Corporation|Unknown|1|EM|Sports - Horse Racing
Trophy|Chicago Coin Machine Manufacturing Company|December 19, 1938|1|EM|Sports - Hunting
Tropic|Glickman Company|June, 1942|1|EM|Unknown
Tropic Fun|Williams Electronics, Incorporated|May 14, 1973|1|EM|Happiness
Tropic Isle|D. Gottlieb &amp; Company|April, 1962|1|EM|Happiness - Hawaii
Tropic Queens|Bally Manufacturing Corporation|Unknown|1|EM|Pageantry
Tropical|Zaccaria|Unknown|1|EM|Beach - Happiness - Recreation - Swimming
Tropicana|United Manufacturing Company|February, 1948|1|EM|Happiness - Music - Dancing
Tropicana|United Manufacturing Company|January, 1955|1|EM|Recreation - Tropical - Water- Women
Tropics|United Manufacturing Company|July, 1953|1|EM|Beach - Hawaii - Nautical - Sailing - Tropical - Water - Women
Trou de Souris|Unknown Manufacturer|Unknown|1|ME|Unknown
Troubadour|D. Gottlieb &amp; Company|October, 1967|1|EM|Happiness - Singing
Tru-Form|V. P. Distributing Company|1944|1|EM|Unknown
Truck Stop|Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated|December, 1988|4|SS|American Places - Travel
Try Me|Try Me Manufacturing Company|August, 1932|1|ME|Unknown
Tuck Shop|Shields|Unknown|1|Unknown|Unknown
Tucson|Williams Manufacturing Company|January 04, 1949|1|EM|American Places
Tumbleweed|Exhibit Supply Company|August, 1949|1|EM|American West
Tunnel|Bally Manufacturing Corporation|1935|1|EM|Unknown
Tunnel Way|A.B.T. Manufacturing Company|March, 1936|1|EM|Unknown
Tura|Tura Automatenfabrik Gmbh|1938|1|EM|Unknown
Tura Derby|Tura Automatenfabrik Gmbh|August, 1934|1|ME|Horse Racing
Tura Duplex|Tura Automatenfabrik Gmbh|April, 1934|1|Unknown|Unknown
Tura Fortuna|Tura Automatenfabrik Gmbh|June, 1934|1|ME|Unknown
Tura-Ball|Tura Automatenfabrik Gmbh|March, 1933|1|ME|Unknown
Tura-Ball De Luxe|Unknown Manufacturer|Unknown|1|ME|Unknown
Tura-Circus|Tura Automatenfabrik Gmbh|August, 1933|1|ME|Unknown
Tura-Junior|Tura Automatenfabrik Gmbh|August, 1933|1|ME|Unknown
Turf|T.H. Bergmann &amp; Company|June, 1957|1|EM|Sports - Horse Racing
Turf Champ|Williams Manufacturing Company|July 25, 1958|1|EM|Sports - Horse Racing
Turf Champs|Stoner Manufacturing Company|January, 1936|1|EM|Sports - Horse Racing
Turf Course|Unknown Manufacturer|Unknown|1|Unknown|Unknown
Turf Derby|T.H. Bergmann &amp; Company|1958|1|EM|Sports - Horse Racing
Turf King|Bally Manufacturing Corporation|Unknown|1|EM|Sports - Horse Racing
Turf King|Bally Manufacturing Corporation|November, 1941|1|EM|Sports - Horse Racing
Turf King|Chicago Coin Machine Manufacturing Company|July 15, 1937|1|EM|Unknown
Turf Kings|Coast Coin Machine Company|August, 1937|1|EM|Sports - Horse Racing
Turf Queen|Chicago Coin Machine Manufacturing Company|February 05, 1938|1|EM|Horse Racing
Turf Special|Bally Manufacturing Corporation|July, 1938|1|EM|Sports - Horse Racing
Turn Table|D. Gottlieb &amp; Company|February, 1935|1|EM|Unknown
Turnier|Max Jentzsch &amp; Meerz|1936|1|ME|Unknown
Turnier-Golf|Max Jentzsch &amp; Meerz|1934|1|ME|Unknown
Turret|Automatic Amusements Company|November, 1935|1|EM|Unknown
TV Pinball|Exidy Incorporated|1974|1|EM|Unknown
TV-Baseball|Chicago Coin Machine Manufacturing Company|1966|2|EM|Sports - Baseball
Twenty Grand|Williams Manufacturing Company|December 05, 1952|1|EM|Unknown
Twenty-One|MC and D.|May, 1948|1|EM|Unknown
Twilight Zone|Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated|April 05, 1993|4|SS|Adventure - Supernatural - Licensed Theme
Twin Bill|D. Gottlieb &amp; Company|January, 1955|1|EM|Unknown
Twin Hockey|D. Gottlieb &amp; Company|February, 1952|2|EM|Sports - Hockey
Twin Joker|Bally Manufacturing Corporation|Unknown|2|EM|Playing Cards
Twin Score|D. Gottlieb &amp; Company|July, 1954|1|EM|Unknown
Twin Six|J. H. Keeney and Company Incorporated|July, 1941|1|EM|Unknown
Twin Six|Victory Games|October, 1946|1|EM|Unknown
Twin Win|Bally Manufacturing Corporation|February, 1974|2|EM|Sports - Auto Racing
Twin-Gain|Recel S. A.|1977|1|EM|Gambling - Slot Machines
Twinkle|Baker Novelty and Manufacturing Company|September, 1939|1|EM|Unknown
Twinky|Chicago Coin Machine Manufacturing Company|July 18, 1967|2|EM|Modeling - Television
Twins|E. E. Junior Manufacturing Company|February, 1932|1|ME|Unknown
Twist|Rally a.k.a. Rally Play Company|1962|2|EM|Dancing
Twister|Exhibit Supply Company|November, 1936|1|EM|Unknown
Twister|Exhibit Supply Company|November, 1936|1|EM|Unknown
Twister|Sega Pinball, Incorporated|April, 1996|6|SS|Unknown
Two Bells|C &amp; S Novelty|February, 1945|1|EM|Unknown
Two Fifty|Pacific Amusement Manufacturing Company|March, 1935|1|EM|Unknown
Two Fifty|Pacific Amusement Manufacturing Company|March, 1935|1|EM|Unknown
TX-Sector|Premier Technology|March, 1988|4|SS|Space - Science Fiction
Tycoon|Mills Novelty Company|January, 1936|1|EM|Unknown
Tyrannosaurus|Premier Technology|Unknown|4|SS|Dinosaurs
U'nette|Nelson Manufacturing Company|March, 1936|1|EM|Unknown
U-Boat 65|Nuova Bell Games|June, 1988|4|SS|Warfare
U.S.A.|Bally Manufacturing Corporation|Unknown|1|EM|Travel - United States
U.S.A. Football|Alvin G. and Company|1992|1|SS|Sports - Football
U.S.A. Football|Alvin G. and Company|October, 1992|2|SS|Sports - Football
Udo Lindenberg||May 28, 2011|4|SS|Music
UFO|Model Racing|own|Unknown|SS|Outer Space - Fantasy
UFO Electronic Pinball|Coleco Industries, Inc.|Unknown|1|EM|Aliens - Outer Space - UFO
UFO-X|Playmatic|November, 1984|4|SS|Unknown
Ukon Trol Black Diamond|Unknown Manufacturer|Unknown|1|ME|Unknown
Ultra Attack|Japan Amusement Machine Company, Ltd.|Unknown|1|EM|Unknown
UltraPin|Global VR|December 18, 2006|4|SS|Unknown
Ump|Stoner Manufacturing Company|February, 1941|1|EM|Sports - Baseball
Underwater|Proyectos Electromecánicos de Tanteo y Color|Unknown|4|EM|Adventure - Combat
Underwater|Recel S. A.|June, 1976|4|EM|Adventure - Combat
Union Pacific|Unknown Manufacturer|Unknown|1|EM|Native Americans - Travel - Transportation
Universe|D. Gottlieb &amp; Company|September 02, 1959|1|EM|Outer Space
Universe|Zaccaria|November, 1977|4|EM|Fantasy
Universe|Universal Novelty Manufacturing Company|June, 1933|1|ME|Unknown
Up 'n Down One Ball|SIRMO Games S.A.|Unknown|1|SS|Unknown
Up 7 1/2|Bill Port|Unknown|1|EM|Card game
Up and Up|J. H. Keeney and Company Incorporated|May, 1939|1|EM|Fair - Carnival - Happiness
Up Away|Industria (Electromecánica) de Recreativos S.A|1975|1|EM|Outer Space - Fantasy
Upper Deck|Williams Electronics, Incorporated|February, 1973|2|EM|Sports - Baseball
Utah|United Manufacturing Company|September, 1949|1|EM|American West
Utran|Pin Ball Manufacturing Company|June, 1977|1|Unknown|Unknown
V.1|Ideas y Diseños, Sociedad Anónima|1986|4|SS|Outer Space - Fantasy
Vacation|Bally Manufacturing Corporation|July, 1940|1|EM|Unknown
Vacation America|Churchill Cabinet|own|Unknown|SS|Family Vacation
Vagabond|Williams Electronic Manufacturing Company|October 10, 1962|1|EM|American History
Valencia|Williams Electronics, Incorporated|July, 1975|4|EM|Unknown
Valiant|Williams Electronic Manufacturing Company|August, 1962|2|EM|Historical - Knights
Valkyrie|Jeutel|1982|4|SS|Fantasy - Mythology
Valkyrie|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|Unknown|4|SS|Mythology
Valley|Unknown Manufacturer|Unknown|1|Unknown|Unknown
Valley Derby|Unknown Manufacturer|Unknown|1|Unknown|Unknown
Vampire|Bally Manufacturing Corporation|January, 1971|2|EM|Myth and Legend
Vanities|Exhibit Supply Company|February, 1947|1|EM|Unknown
Variety|Bally Manufacturing Corporation|June, 1939|1|EM|Unknown
Variety|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Variety|Atlas Indicator Works Incorporated|October, 1931|2|ME|Playing Cards
Varkon|Williams Electronics, Incorporated|September, 1982|2|SS|Fantasy
Varsity|D. Gottlieb &amp; Company|October, 1935|1|EM|Unknown
Vector|Bally Manufacturing Corporation|February, 1982|4|SS|Fantasy - Sports
Vegas|Premier Technology|July, 1990|4|SS|Gambling
Vegas|Taito do Brasil, a division of Taito, Japan|Unknown|4|SS|Gambling
Vegas|Game Plan, Incorporated|August, 1979|4|SS|Gambling
Velocity Ball|Pinstar|April, 1986|4|SS|Unknown
Velvet|J. H. Keeney and Company Incorporated|June 27, 1936|1|EM|Unknown
Vemco Special|The Vending Machine Company|1934|1|ME|Unknown
Vemco Special|The Vending Machine Company|Unknown|1|EM|Unknown
Vend-A-Gift|Unknown Manufacturer|1935|1|Unknown|Unknown
Venice|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Venus|Bally Manufacturing Corporation|1967|1|EM|Unknown
Venus|Jolux|1969|4|EM|Unknown
Venus|Chicago Coin Machine Manufacturing Company|October 29, 1941|1|EM|Sailing - Swimming - Women
Venus|J. H. Keeney and Company Incorporated|April, 1963|1|EM|Unknown
Venus 5|Recreativos Franco|own|Unknown|Unknown|Unknown
Verne's World|Spinball S.A.L.|1996|4|SS|Adventure - Fantasy - Fictional
Verspiel Dein Wasser nicht!||1984|4|SS|Environment
Very Hot Pants|Bally Manufacturing Corporation|Unknown|1|EM|Fashion - Modeling
Victorious 1943|Westerhaus Amusement Company|May, 1943|7|EM|Sports - Horse Racing
Victorious 1944|Westerhaus Amusement Company|February, 1944|1|EM|Unknown
Victorious 1945|Westerhaus Amusement Company|April, 1945|1|EM|Unknown
Victory|Premier Technology|October, 1987|4|SS|Auto racing
Victory|Bally Manufacturing Corporation|May, 1939|1|EM|Unknown
Victory|Genco Manufacturing Company|November, 1941|1|EM|War
Victory Ball|O. D. Jennings and Company|April, 1932|1|ME|Unknown
Victory Derby|Bally Manufacturing Corporation|January, 1946|1|EM|Sports - Horse Racing
Victory Special|Bally Manufacturing Corporation|January, 1946|1|EM|Sports - Horse Racing
Viking|Jacques Martina|1968|2|EM|Norse History
Viking|Williams Electronic Manufacturing Company|June 28, 1960|2|EM|Norse History
Viking|Bally Manufacturing Corporation|July, 1980|4|SS|Historical
Viking|Playmatic|1970|1|EM|Unknown
Viking King|LTD do Brasil Diversões Eletrônicas Ltda|Unknown|2|SS|Norse History
Vikings|Advertising Posters Company|own|Unknown|Unknown|Adventure - Norse History
Viper|Stern Electronics, Incorporated|December, 1981|4|SS|Unknown
Viper Night Drivin'|Sega Pinball, Incorporated|1998|6|SS|Viper Driving
Virginia|Williams Manufacturing Company|March 30, 1948|1|EM|Unknown
Vis-A-Bilt|Pacific Amusement Manufacturing Company|December, 1934|1|EM|Unknown
Vogue|Stoner Manufacturing Company|1938|1|EM|Unknown
Vogue|Bally Manufacturing Corporation|August, 1939|1|EM|Unknown
Volcan|Explomatic|own|Unknown|EM|Unknown
Volcano|Taito do Brasil, a division of Taito, Japan|Unknown|4|SS|Unknown
Volcano|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|September, 1981|4|SS|Fantasy
Volèe|Europlay|1977|1|EM|Sports - Tennis
Volley|Taito do Brasil, a division of Taito, Japan|Unknown|4|SS|Sports - Volleyball
Volley|D. Gottlieb &amp; Company|August 26, 1976|1|EM|Sports - Tennis
Volley Ball|E. M. Marchant|1950|1|EM|Sports - Volleyball
Voltan Escapes Cosmic Doom|Bally Manufacturing Corporation|February, 1979|4|SS|Fantasy
Vortex|Taito do Brasil, a division of Taito, Japan|1983|4|SS|Fantasy
Vulcan|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|October, 1977|4|EM|Roman Mythology
Vulcan IV|Rowamet Indústria Eletrometalúrgica LTDA|1982|4|SS|Mythology
Waghter's Parlor Base Ball|Unknown Manufacturer|Unknown|1|ME|Sports - Baseball
Wagon Train|D. Gottlieb &amp; Company|April, 1960|1|EM|American West
Wagon Train|Alben|1960|1|EM|Unknown
Wagon Wheels|United Manufacturing Company|February, 1945|1|EM|American History - American West
Wahoo|C. F. Eckhart &amp; Company|August, 1933|1|ME|Unknown
Waldorf|Stoner Manufacturing Company|February, 1933|1|ME|Unknown
